State	Municipality_of_residence	Sex	Case_classification	year	ew	total
MS	AMAMBAI	F	CONFIRMADO	2020	37	1
MS	AMAMBAI	F	CONFIRMADO	2020	38	2
MS	AMAMBAI	F	CONFIRMADO	2020	39	2
MS	AMAMBAI	F	CONFIRMADO	2020	40	2
MS	AMAMBAI	F	CONFIRMADO	2020	41	3
MS	AMAMBAI	F	CONFIRMADO	2020	43	3
MS	AMAMBAI	F	CONFIRMADO	2020	45	2
MS	AMAMBAI	F	CONFIRMADO	2020	46	3
MS	AMAMBAI	F	CONFIRMADO	2020	47	2
MS	AMAMBAI	F	CONFIRMADO	2020	48	2
MS	AMAMBAI	F	CONFIRMADO	2020	49	2
MS	AMAMBAI	F	CONFIRMADO	2020	51	2
MS	AMAMBAI	F	CONFIRMADO	2020	53	3
MS	AMAMBAI	F	CONFIRMADO	2021	2	3
MS	AMAMBAI	F	CONFIRMADO	2021	3	2
MS	AMAMBAI	F	CONFIRMADO	2021	4	2
MS	AMAMBAI	F	CONFIRMADO	2021	7	2
MS	AMAMBAI	F	CONFIRMADO	2021	8	2
MS	AMAMBAI	F	CONFIRMADO	2021	9	2
MS	AMAMBAI	F	CONFIRMADO	2021	10	2
MS	AMAMBAI	F	CONFIRMADO	2021	11	1
MS	AMAMBAI	F	CONFIRMADO	2021	12	2
MS	AMAMBAI	F	CONFIRMADO	2021	14	2
MS	AMAMBAI	F	CONFIRMADO	2021	15	4
MS	AMAMBAI	F	CONFIRMADO	2021	16	2
MS	AMAMBAI	F	CONFIRMADO	2021	17	2
MS	AMAMBAI	F	CONFIRMADO	2021	18	1
MS	AMAMBAI	F	CONFIRMADO	2021	19	1
MS	AMAMBAI	F	CONFIRMADO	2021	21	1
MS	AMAMBAI	F	CONFIRMADO	2021	24	1
MS	AMAMBAI	F	CONFIRMADO	2021	27	1
MS	AMAMBAI	F	CONFIRMADO	2021	28	1
MS	AMAMBAI	F	CONFIRMADO	2021	36	1
MS	AMAMBAI	F	CONFIRMADO	2021	38	1
MS	AMAMBAI	F	CONFIRMADO	2021	40	1
MS	AMAMBAI	F	CONFIRMADO	2021	43	1
MS	AMAMBAI	F	CONFIRMADO	2021	45	1
MS	AMAMBAI	F	CONFIRMADO	2021	46	1
MS	AMAMBAI	F	CONFIRMADO	2021	48	2
MS	AMAMBAI	F	CONFIRMADO	2022	3	1
MS	AMAMBAI	F	CONFIRMADO	2022	5	3
MS	AMAMBAI	F	CONFIRMADO	2022	6	1
MS	AMAMBAI	F	CONFIRMADO	2022	7	1
MS	AMAMBAI	F	CONFIRMADO	2022	8	4
MS	AMAMBAI	F	CONFIRMADO	2022	10	10
MS	AMAMBAI	F	CONFIRMADO	2022	11	7
MS	AMAMBAI	F	CONFIRMADO	2022	12	24
MS	AMAMBAI	F	CONFIRMADO	2022	13	33
MS	AMAMBAI	F	CONFIRMADO	2022	14	39
MS	AMAMBAI	F	CONFIRMADO	2022	15	36
MS	AMAMBAI	F	CONFIRMADO	2022	16	40
MS	AMAMBAI	F	CONFIRMADO	2022	17	64
MS	AMAMBAI	F	CONFIRMADO	2022	18	51
MS	AMAMBAI	F	CONFIRMADO	2022	19	78
MS	AMAMBAI	F	CONFIRMADO	2022	20	38
MS	AMAMBAI	F	CONFIRMADO	2022	21	21
MS	AMAMBAI	F	CONFIRMADO	2022	22	28
MS	AMAMBAI	F	CONFIRMADO	2022	23	9
MS	AMAMBAI	F	CONFIRMADO	2022	24	3
MS	AMAMBAI	F	CONFIRMADO	2015	5	1
MS	AMAMBAI	F	CONFIRMADO	2019	19	1
MS	AMAMBAI	F	CONFIRMADO	2020	14	2
MS	AMAMBAI	F	CONFIRMADO	2022	11	1
MS	ANASTACIO	F	CONFIRMADO	2009	52	1
MS	ANASTACIO	F	CONFIRMADO	2010	1	5
MS	ANASTACIO	F	CONFIRMADO	2010	2	4
MS	ANASTACIO	F	CONFIRMADO	2010	3	3
MS	ANASTACIO	F	CONFIRMADO	2010	4	1
MS	ANASTACIO	F	CONFIRMADO	2010	5	2
MS	ANASTACIO	F	CONFIRMADO	2010	6	2
MS	ANASTACIO	F	CONFIRMADO	2010	12	1
MS	ANASTACIO	F	CONFIRMADO	2011	42	1
MS	ANASTACIO	F	CONFIRMADO	2011	43	1
MS	ANASTACIO	F	CONFIRMADO	2012	38	1
MS	ANASTACIO	F	CONFIRMADO	2012	42	1
MS	ANASTACIO	F	CONFIRMADO	2012	43	1
MS	ANASTACIO	F	CONFIRMADO	2012	44	3
MS	ANASTACIO	F	CONFIRMADO	2012	46	1
MS	ANASTACIO	F	CONFIRMADO	2012	47	3
MS	ANASTACIO	F	CONFIRMADO	2012	48	1
MS	ANASTACIO	F	CONFIRMADO	2012	49	2
MS	ANASTACIO	F	CONFIRMADO	2012	50	4
MS	ANASTACIO	F	CONFIRMADO	2012	51	1
MS	ANASTACIO	F	CONFIRMADO	2012	52	1
MS	ANASTACIO	F	CONFIRMADO	2013	1	1
MS	ANASTACIO	F	CONFIRMADO	2013	2	4
MS	ANASTACIO	F	CONFIRMADO	2013	6	2
MS	ANASTACIO	F	CONFIRMADO	2013	7	5
MS	ANASTACIO	F	CONFIRMADO	2013	9	15
MS	ANASTACIO	F	CONFIRMADO	2013	10	13
MS	ANASTACIO	F	CONFIRMADO	2013	11	5
MS	ANASTACIO	F	CONFIRMADO	2013	12	5
MS	ANASTACIO	F	CONFIRMADO	2013	13	3
MS	ANASTACIO	F	CONFIRMADO	2013	14	4
MS	ANASTACIO	F	CONFIRMADO	2013	15	3
MS	ANASTACIO	F	CONFIRMADO	2013	17	1
MS	ANASTACIO	F	CONFIRMADO	2013	20	1
MS	ANASTACIO	F	CONFIRMADO	2013	23	1
MS	ANASTACIO	F	CONFIRMADO	2013	42	1
MS	ANASTACIO	F	CONFIRMADO	2014	4	1
MS	ANASTACIO	F	CONFIRMADO	2014	6	2
MS	ANASTACIO	F	CONFIRMADO	2014	10	2
MS	ANASTACIO	F	CONFIRMADO	2014	16	1
MS	ANASTACIO	F	CONFIRMADO	2014	21	1
MS	ANASTACIO	F	CONFIRMADO	2014	11	1
MS	ANASTACIO	F	CONFIRMADO	2014	12	1
MS	ANASTACIO	F	CONFIRMADO	2014	17	1
MS	ANASTACIO	F	CONFIRMADO	2015	51	1
MS	ANASTACIO	F	CONFIRMADO	2017	38	1
MS	ANASTACIO	F	CONFIRMADO	2019	3	1
MS	ANASTACIO	F	CONFIRMADO	2019	8	1
MS	ANASTACIO	F	CONFIRMADO	2019	15	2
MS	ANASTACIO	F	CONFIRMADO	2019	16	1
MS	ANASTACIO	F	CONFIRMADO	2019	17	1
MS	ANASTACIO	F	CONFIRMADO	2020	1	1
MS	ANASTACIO	F	CONFIRMADO	2020	2	2
MS	ANASTACIO	F	CONFIRMADO	2020	3	1
MS	ANASTACIO	F	CONFIRMADO	2020	4	1
MS	ANASTACIO	F	CONFIRMADO	2020	5	6
MS	ANASTACIO	F	CONFIRMADO	2020	6	1
MS	ANASTACIO	F	CONFIRMADO	2020	7	9
MS	ANASTACIO	F	CONFIRMADO	2020	8	7
MS	ANASTACIO	F	CONFIRMADO	2020	9	5
MS	ANASTACIO	F	CONFIRMADO	2020	10	5
MS	ANASTACIO	F	CONFIRMADO	2020	11	10
MS	ANASTACIO	F	CONFIRMADO	2020	12	7
MS	ANASTACIO	F	CONFIRMADO	2020	13	4
MS	ANASTACIO	F	CONFIRMADO	2020	14	3
MS	ANASTACIO	F	CONFIRMADO	2020	16	3
MS	ANASTACIO	F	CONFIRMADO	2020	17	1
MS	ANASTACIO	F	CONFIRMADO	2020	18	1
MS	ANASTACIO	F	CONFIRMADO	2020	19	1
MS	ANASTACIO	F	CONFIRMADO	2020	26	1
MS	ANASTACIO	F	CONFIRMADO	2020	28	1
MS	ANASTACIO	F	CONFIRMADO	2020	32	1
MS	ANASTACIO	F	CONFIRMADO	2020	33	1
MS	ANASTACIO	F	CONFIRMADO	2020	34	1
MS	ANASTACIO	F	CONFIRMADO	2021	4	1
MS	ANASTACIO	F	CONFIRMADO	2021	7	1
MS	ANASTACIO	F	CONFIRMADO	2021	9	1
MS	ANASTACIO	F	CONFIRMADO	2021	14	1
MS	ANASTACIO	F	CONFIRMADO	2015	40	1
MS	ANASTACIO	F	CONFIRMADO	2020	49	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	1	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	7	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	8	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	9	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	10	3
MS	ANAURILANDIA	F	CONFIRMADO	2010	11	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	12	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	14	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	15	2
MS	ANAURILANDIA	F	CONFIRMADO	2010	16	3
MS	ANAURILANDIA	F	CONFIRMADO	2010	17	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	18	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	19	5
MS	ANAURILANDIA	F	CONFIRMADO	2010	21	2
MS	ANAURILANDIA	F	CONFIRMADO	2010	22	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	23	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	24	1
MS	ANAURILANDIA	F	CONFIRMADO	2010	25	1
MS	ANAURILANDIA	F	CONFIRMADO	2011	4	1
MS	ANAURILANDIA	F	CONFIRMADO	2011	5	2
MS	ANAURILANDIA	F	CONFIRMADO	2011	8	1
MS	ANAURILANDIA	F	CONFIRMADO	2011	9	1
MS	ANAURILANDIA	F	CONFIRMADO	2011	11	4
MS	ANAURILANDIA	F	CONFIRMADO	2011	12	12
MS	ANAURILANDIA	F	CONFIRMADO	2011	13	25
MS	ANAURILANDIA	F	CONFIRMADO	2011	14	11
MS	ANAURILANDIA	F	CONFIRMADO	2011	15	12
MS	ANAURILANDIA	F	CONFIRMADO	2011	16	10
MS	ANAURILANDIA	F	CONFIRMADO	2011	17	8
MS	ANAURILANDIA	F	CONFIRMADO	2011	18	4
MS	ANAURILANDIA	F	CONFIRMADO	2011	19	1
MS	ANAURILANDIA	F	CONFIRMADO	2011	22	1
MS	ANAURILANDIA	F	CONFIRMADO	2012	49	1
MS	ANAURILANDIA	F	CONFIRMADO	2013	2	1
MS	ANAURILANDIA	F	CONFIRMADO	2013	3	1
MS	ANAURILANDIA	F	CONFIRMADO	2013	4	3
MS	ANAURILANDIA	F	CONFIRMADO	2013	5	2
MS	ANAURILANDIA	F	CONFIRMADO	2013	6	1
MS	ANAURILANDIA	F	CONFIRMADO	2013	7	6
MS	ANAURILANDIA	F	CONFIRMADO	2013	8	7
MS	ANAURILANDIA	F	CONFIRMADO	2013	9	4
MS	ANAURILANDIA	F	CONFIRMADO	2013	10	9
MS	ANAURILANDIA	F	CONFIRMADO	2013	11	16
MS	ANAURILANDIA	F	CONFIRMADO	2013	12	9
MS	ANAURILANDIA	F	CONFIRMADO	2013	13	5
MS	ANAURILANDIA	F	CONFIRMADO	2013	14	1
MS	ANAURILANDIA	F	CONFIRMADO	2013	18	1
MS	ANAURILANDIA	F	CONFIRMADO	2013	20	1
MS	ANAURILANDIA	F	CONFIRMADO	2013	22	1
MS	ANAURILANDIA	F	CONFIRMADO	2013	25	1
MS	ANAURILANDIA	F	CONFIRMADO	2019	6	2
MS	ANAURILANDIA	F	CONFIRMADO	2019	26	2
MS	ANAURILANDIA	F	CONFIRMADO	2019	27	2
MS	ANAURILANDIA	F	CONFIRMADO	2020	3	2
MS	ANAURILANDIA	F	CONFIRMADO	2020	4	2
MS	ANAURILANDIA	F	CONFIRMADO	2020	5	4
MS	ANAURILANDIA	F	CONFIRMADO	2020	6	8
MS	ANAURILANDIA	F	CONFIRMADO	2020	7	7
MS	ANAURILANDIA	F	CONFIRMADO	2020	8	8
MS	ANAURILANDIA	F	CONFIRMADO	2020	9	7
MS	ANAURILANDIA	F	CONFIRMADO	2020	10	8
MS	ANAURILANDIA	F	CONFIRMADO	2020	11	1
MS	ANAURILANDIA	F	CONFIRMADO	2020	12	2
MS	ANAURILANDIA	F	CONFIRMADO	2020	13	3
MS	ANAURILANDIA	F	CONFIRMADO	2020	14	6
MS	ANAURILANDIA	F	CONFIRMADO	2020	15	2
MS	ANAURILANDIA	F	CONFIRMADO	2020	16	1
MS	ANAURILANDIA	F	CONFIRMADO	2020	17	1
MS	ANAURILANDIA	F	CONFIRMADO	2020	21	1
MS	ANAURILANDIA	F	CONFIRMADO	2020	24	1
MS	ANAURILANDIA	F	CONFIRMADO	2020	25	1
MS	ANAURILANDIA	F	CONFIRMADO	2020	33	1
MS	ANAURILANDIA	F	CONFIRMADO	2020	43	2
MS	ANAURILANDIA	F	CONFIRMADO	2020	50	2
MS	ANAURILANDIA	F	CONFIRMADO	2021	2	1
MS	ANAURILANDIA	F	CONFIRMADO	2021	5	5
MS	ANAURILANDIA	F	CONFIRMADO	2021	8	1
MS	ANAURILANDIA	F	CONFIRMADO	2021	9	2
MS	ANAURILANDIA	F	CONFIRMADO	2021	13	1
MS	ANAURILANDIA	F	CONFIRMADO	2021	14	1
MS	ANAURILANDIA	F	CONFIRMADO	2021	15	2
MS	ANAURILANDIA	F	CONFIRMADO	2021	18	1
MS	ANAURILANDIA	F	CONFIRMADO	2021	20	1
MS	ANAURILANDIA	F	CONFIRMADO	2022	18	2
MS	ANAURILANDIA	F	CONFIRMADO	2022	19	2
MS	ANAURILANDIA	F	CONFIRMADO	2021	15	1
MS	ANGELICA	F	CONFIRMADO	2010	3	4
MS	ANGELICA	F	CONFIRMADO	2010	4	2
MS	ANGELICA	F	CONFIRMADO	2010	5	18
MS	ANGELICA	F	CONFIRMADO	2010	6	30
MS	ANGELICA	F	CONFIRMADO	2010	7	22
MS	ANGELICA	F	CONFIRMADO	2010	8	20
MS	ANGELICA	F	CONFIRMADO	2010	9	9
MS	ANGELICA	F	CONFIRMADO	2010	10	20
MS	ANGELICA	F	CONFIRMADO	2010	11	17
MS	ANGELICA	F	CONFIRMADO	2010	12	13
MS	ANGELICA	F	CONFIRMADO	2010	13	5
MS	ANGELICA	F	CONFIRMADO	2010	14	9
MS	ANGELICA	F	CONFIRMADO	2010	15	4
MS	ANGELICA	F	CONFIRMADO	2010	16	5
MS	ANGELICA	F	CONFIRMADO	2010	17	4
MS	ANGELICA	F	CONFIRMADO	2010	18	1
MS	ANGELICA	F	CONFIRMADO	2013	3	1
MS	ANGELICA	F	CONFIRMADO	2013	4	1
MS	ANGELICA	F	CONFIRMADO	2013	7	3
MS	ANGELICA	F	CONFIRMADO	2013	8	3
MS	ANGELICA	F	CONFIRMADO	2013	9	5
MS	ANGELICA	F	CONFIRMADO	2013	10	2
MS	ANGELICA	F	CONFIRMADO	2013	11	5
MS	ANGELICA	F	CONFIRMADO	2016	5	1
MS	ANGELICA	F	CONFIRMADO	2015	9	1
MS	ANGELICA	F	CONFIRMADO	2015	11	1
MS	ANGELICA	F	CONFIRMADO	2015	12	1
MS	ANGELICA	F	CONFIRMADO	2015	13	4
MS	ANGELICA	F	CONFIRMADO	2015	14	2
MS	ANGELICA	F	CONFIRMADO	2015	15	4
MS	ANGELICA	F	CONFIRMADO	2015	16	2
MS	ANGELICA	F	CONFIRMADO	2015	17	5
MS	ANGELICA	F	CONFIRMADO	2015	18	9
MS	ANGELICA	F	CONFIRMADO	2015	19	3
MS	ANGELICA	F	CONFIRMADO	2015	20	7
MS	ANGELICA	F	CONFIRMADO	2015	21	7
MS	ANGELICA	F	CONFIRMADO	2015	22	9
MS	ANGELICA	F	CONFIRMADO	2015	23	5
MS	ANGELICA	F	CONFIRMADO	2015	24	4
MS	ANGELICA	F	CONFIRMADO	2015	25	2
MS	ANGELICA	F	CONFIRMADO	2015	26	2
MS	ANGELICA	F	CONFIRMADO	2015	27	1
MS	ANGELICA	F	CONFIRMADO	2015	29	1
MS	ANGELICA	F	CONFIRMADO	2015	31	1
MS	ANGELICA	F	CONFIRMADO	2015	32	1
MS	ANGELICA	F	CONFIRMADO	2015	41	1
MS	ANGELICA	F	CONFIRMADO	2015	42	1
MS	ANGELICA	F	CONFIRMADO	2016	4	2
MS	ANGELICA	F	CONFIRMADO	2016	6	2
MS	ANGELICA	F	CONFIRMADO	2016	13	1
MS	ANGELICA	F	CONFIRMADO	2016	14	3
MS	ANGELICA	F	CONFIRMADO	2016	17	1
MS	ANGELICA	F	CONFIRMADO	2018	20	1
MS	ANGELICA	F	CONFIRMADO	2018	22	1
MS	ANGELICA	F	CONFIRMADO	2019	8	2
MS	ANGELICA	F	CONFIRMADO	2019	9	1
MS	ANGELICA	F	CONFIRMADO	2019	11	3
MS	ANGELICA	F	CONFIRMADO	2019	12	2
MS	ANGELICA	F	CONFIRMADO	2019	14	3
MS	ANGELICA	F	CONFIRMADO	2019	15	2
MS	ANGELICA	F	CONFIRMADO	2019	16	2
MS	ANGELICA	F	CONFIRMADO	2019	17	7
MS	ANGELICA	F	CONFIRMADO	2019	19	2
MS	ANGELICA	F	CONFIRMADO	2019	20	1
MS	ANGELICA	F	CONFIRMADO	2019	21	2
MS	ANGELICA	F	CONFIRMADO	2019	22	1
MS	ANGELICA	F	CONFIRMADO	2019	24	3
MS	ANGELICA	F	CONFIRMADO	2019	25	1
MS	ANGELICA	F	CONFIRMADO	2020	3	1
MS	ANGELICA	F	CONFIRMADO	2020	4	3
MS	ANGELICA	F	CONFIRMADO	2020	5	1
MS	ANGELICA	F	CONFIRMADO	2020	6	1
MS	ANGELICA	F	CONFIRMADO	2020	7	3
MS	ANGELICA	F	CONFIRMADO	2020	8	4
MS	ANGELICA	F	CONFIRMADO	2020	9	4
MS	ANGELICA	F	CONFIRMADO	2020	10	1
MS	ANGELICA	F	CONFIRMADO	2020	12	1
MS	ANGELICA	F	CONFIRMADO	2020	13	3
MS	ANGELICA	F	CONFIRMADO	2020	17	1
MS	ANGELICA	F	CONFIRMADO	2020	18	1
MS	ANGELICA	F	CONFIRMADO	2020	19	2
MS	ANGELICA	F	CONFIRMADO	2020	20	1
MS	ANGELICA	F	CONFIRMADO	2020	23	1
MS	ANGELICA	F	CONFIRMADO	2020	25	2
MS	ANGELICA	F	CONFIRMADO	2020	27	1
MS	ANGELICA	F	CONFIRMADO	2020	29	1
MS	ANGELICA	F	CONFIRMADO	2020	30	1
MS	ANGELICA	F	CONFIRMADO	2020	39	1
MS	ANGELICA	F	CONFIRMADO	2021	4	3
MS	ANGELICA	F	CONFIRMADO	2021	5	1
MS	ANGELICA	F	CONFIRMADO	2021	7	1
MS	ANGELICA	F	CONFIRMADO	2021	8	1
MS	ANGELICA	F	CONFIRMADO	2021	11	1
MS	ANGELICA	F	CONFIRMADO	2021	12	1
MS	ANGELICA	F	CONFIRMADO	2021	14	1
MS	ANGELICA	F	CONFIRMADO	2021	17	1
MS	ANGELICA	F	CONFIRMADO	2021	19	1
MS	ANGELICA	F	CONFIRMADO	2021	20	1
MS	ANGELICA	F	CONFIRMADO	2021	21	2
MS	ANGELICA	F	CONFIRMADO	2021	42	1
MS	ANGELICA	F	CONFIRMADO	2022	3	1
MS	ANGELICA	F	CONFIRMADO	2022	4	1
MS	ANGELICA	F	CONFIRMADO	2022	10	2
MS	ANGELICA	F	CONFIRMADO	2022	11	1
MS	ANGELICA	F	CONFIRMADO	2022	12	4
MS	ANGELICA	F	CONFIRMADO	2022	13	5
MS	ANGELICA	F	CONFIRMADO	2022	14	7
MS	ANGELICA	F	CONFIRMADO	2022	15	12
MS	ANGELICA	F	CONFIRMADO	2022	16	15
MS	ANGELICA	F	CONFIRMADO	2022	17	17
MS	ANGELICA	F	CONFIRMADO	2022	18	4
MS	ANGELICA	F	CONFIRMADO	2022	19	2
MS	ANGELICA	F	CONFIRMADO	2022	20	3
MS	ANGELICA	F	CONFIRMADO	2022	21	4
MS	ANGELICA	F	CONFIRMADO	2022	22	14
MS	ANGELICA	F	CONFIRMADO	2022	23	13
MS	ANGELICA	F	CONFIRMADO	2022	24	17
MS	ANGELICA	F	CONFIRMADO	2022	25	9
MS	ANGELICA	F	CONFIRMADO	2022	26	10
MS	ANGELICA	F	CONFIRMADO	2022	27	5
MS	ANGELICA	F	CONFIRMADO	2022	28	1
MS	ANTONIO JOAO	F	CONFIRMADO	2010	4	1
MS	ANTONIO JOAO	F	CONFIRMADO	2010	5	2
MS	ANTONIO JOAO	F	CONFIRMADO	2010	6	3
MS	ANTONIO JOAO	F	CONFIRMADO	2010	7	1
MS	ANTONIO JOAO	F	CONFIRMADO	2010	8	4
MS	ANTONIO JOAO	F	CONFIRMADO	2010	9	1
MS	ANTONIO JOAO	F	CONFIRMADO	2010	10	1
MS	ANTONIO JOAO	F	CONFIRMADO	2010	11	2
MS	ANTONIO JOAO	F	CONFIRMADO	2010	12	5
MS	ANTONIO JOAO	F	CONFIRMADO	2010	13	4
MS	ANTONIO JOAO	F	CONFIRMADO	2010	14	3
MS	ANTONIO JOAO	F	CONFIRMADO	2010	15	4
MS	ANTONIO JOAO	F	CONFIRMADO	2010	17	1
MS	ANTONIO JOAO	F	CONFIRMADO	2010	18	1
MS	ANTONIO JOAO	F	CONFIRMADO	2010	19	1
MS	ANTONIO JOAO	F	CONFIRMADO	2010	20	2
MS	ANTONIO JOAO	F	CONFIRMADO	2010	24	1
MS	ANTONIO JOAO	F	CONFIRMADO	2010	27	1
MS	ANTONIO JOAO	F	CONFIRMADO	2012	26	1
MS	ANTONIO JOAO	F	CONFIRMADO	2013	7	1
MS	ANTONIO JOAO	F	CONFIRMADO	2013	8	2
MS	ANTONIO JOAO	F	CONFIRMADO	2013	9	4
MS	ANTONIO JOAO	F	CONFIRMADO	2013	11	1
MS	ANTONIO JOAO	F	CONFIRMADO	2013	12	2
MS	ANTONIO JOAO	F	CONFIRMADO	2013	13	5
MS	ANTONIO JOAO	F	CONFIRMADO	2013	14	2
MS	ANTONIO JOAO	F	CONFIRMADO	2013	15	5
MS	ANTONIO JOAO	F	CONFIRMADO	2013	16	4
MS	ANTONIO JOAO	F	CONFIRMADO	2013	17	3
MS	ANTONIO JOAO	F	CONFIRMADO	2013	18	2
MS	ANTONIO JOAO	F	CONFIRMADO	2013	19	1
MS	ANTONIO JOAO	F	CONFIRMADO	2013	20	4
MS	ANTONIO JOAO	F	CONFIRMADO	2013	21	1
MS	ANTONIO JOAO	F	CONFIRMADO	2013	23	1
MS	ANTONIO JOAO	F	CONFIRMADO	2013	28	1
MS	ANTONIO JOAO	F	CONFIRMADO	2013	51	1
MS	ANTONIO JOAO	F	CONFIRMADO	2014	1	1
MS	ANTONIO JOAO	F	CONFIRMADO	2014	2	1
MS	ANTONIO JOAO	F	CONFIRMADO	2014	3	1
MS	ANTONIO JOAO	F	CONFIRMADO	2014	4	4
MS	ANTONIO JOAO	F	CONFIRMADO	2014	5	8
MS	ANTONIO JOAO	F	CONFIRMADO	2014	6	1
MS	ANTONIO JOAO	F	CONFIRMADO	2014	9	2
MS	ANTONIO JOAO	F	CONFIRMADO	2014	11	2
MS	ANTONIO JOAO	F	CONFIRMADO	2014	13	1
MS	ANTONIO JOAO	F	CONFIRMADO	2014	17	1
MS	ANTONIO JOAO	F	CONFIRMADO	2014	20	1
MS	ANTONIO JOAO	F	CONFIRMADO	2014	34	1
MS	ANTONIO JOAO	F	CONFIRMADO	2015	12	2
MS	ANTONIO JOAO	F	CONFIRMADO	2015	13	2
MS	ANTONIO JOAO	F	CONFIRMADO	2015	14	1
MS	ANTONIO JOAO	F	CONFIRMADO	2015	15	2
MS	ANTONIO JOAO	F	CONFIRMADO	2015	16	3
MS	ANTONIO JOAO	F	CONFIRMADO	2015	18	6
MS	ANTONIO JOAO	F	CONFIRMADO	2015	19	15
MS	ANTONIO JOAO	F	CONFIRMADO	2015	20	6
MS	ANTONIO JOAO	F	CONFIRMADO	2015	21	2
MS	ANTONIO JOAO	F	CONFIRMADO	2015	23	1
MS	ANTONIO JOAO	F	CONFIRMADO	2015	25	2
MS	ANTONIO JOAO	F	CONFIRMADO	2015	26	2
MS	ANTONIO JOAO	F	CONFIRMADO	2015	37	1
MS	ANTONIO JOAO	F	CONFIRMADO	2015	39	1
MS	ANTONIO JOAO	F	CONFIRMADO	2015	45	1
MS	ANTONIO JOAO	F	CONFIRMADO	2015	48	1
MS	ANTONIO JOAO	F	CONFIRMADO	2015	51	2
MS	ANTONIO JOAO	F	CONFIRMADO	2016	2	4
MS	ANTONIO JOAO	F	CONFIRMADO	2016	3	3
MS	ANTONIO JOAO	F	CONFIRMADO	2016	4	4
MS	ANTONIO JOAO	F	CONFIRMADO	2016	5	4
MS	ANTONIO JOAO	F	CONFIRMADO	2016	6	2
MS	ANTONIO JOAO	F	CONFIRMADO	2016	7	8
MS	ANTONIO JOAO	F	CONFIRMADO	2016	8	5
MS	ANTONIO JOAO	F	CONFIRMADO	2016	9	2
MS	ANTONIO JOAO	F	CONFIRMADO	2016	10	1
MS	ANTONIO JOAO	F	CONFIRMADO	2016	11	1
MS	ANTONIO JOAO	F	CONFIRMADO	2016	12	2
MS	ANTONIO JOAO	F	CONFIRMADO	2016	13	2
MS	ANTONIO JOAO	F	CONFIRMADO	2016	14	2
MS	ANTONIO JOAO	F	CONFIRMADO	2016	15	1
MS	ANTONIO JOAO	F	CONFIRMADO	2016	16	2
MS	ANTONIO JOAO	F	CONFIRMADO	2016	17	3
MS	ANTONIO JOAO	F	CONFIRMADO	2016	18	6
MS	ANTONIO JOAO	F	CONFIRMADO	2016	19	1
MS	ANTONIO JOAO	F	CONFIRMADO	2016	20	2
MS	ANTONIO JOAO	F	CONFIRMADO	2016	21	1
MS	ANTONIO JOAO	F	CONFIRMADO	2016	22	1
MS	ANTONIO JOAO	F	CONFIRMADO	2017	22	1
MS	ANTONIO JOAO	F	CONFIRMADO	2018	43	1
MS	ANTONIO JOAO	F	CONFIRMADO	2019	2	1
MS	ANTONIO JOAO	F	CONFIRMADO	2019	3	1
MS	ANTONIO JOAO	F	CONFIRMADO	2019	6	1
MS	ANTONIO JOAO	F	CONFIRMADO	2019	10	2
MS	ANTONIO JOAO	F	CONFIRMADO	2019	11	1
MS	ANTONIO JOAO	F	CONFIRMADO	2019	13	8
MS	ANTONIO JOAO	F	CONFIRMADO	2019	14	3
MS	ANTONIO JOAO	F	CONFIRMADO	2019	15	6
MS	ANTONIO JOAO	F	CONFIRMADO	2019	16	1
MS	ANTONIO JOAO	F	CONFIRMADO	2019	17	2
MS	ANTONIO JOAO	F	CONFIRMADO	2019	18	7
MS	ANTONIO JOAO	F	CONFIRMADO	2019	20	2
MS	ANTONIO JOAO	F	CONFIRMADO	2019	23	2
MS	ANTONIO JOAO	F	CONFIRMADO	2019	24	1
MS	ANTONIO JOAO	F	CONFIRMADO	2020	2	1
MS	ANTONIO JOAO	F	CONFIRMADO	2020	3	1
MS	ANTONIO JOAO	F	CONFIRMADO	2020	4	1
MS	ANTONIO JOAO	F	CONFIRMADO	2020	5	3
MS	ANTONIO JOAO	F	CONFIRMADO	2020	6	2
MS	ANTONIO JOAO	F	CONFIRMADO	2020	7	8
MS	ANTONIO JOAO	F	CONFIRMADO	2020	8	14
MS	ANTONIO JOAO	F	CONFIRMADO	2020	9	5
MS	ANTONIO JOAO	F	CONFIRMADO	2020	10	11
MS	ANTONIO JOAO	F	CONFIRMADO	2020	11	7
MS	ANTONIO JOAO	F	CONFIRMADO	2020	12	25
MS	ANTONIO JOAO	F	CONFIRMADO	2020	13	8
MS	ANTONIO JOAO	F	CONFIRMADO	2020	14	29
MS	ANTONIO JOAO	F	CONFIRMADO	2020	15	8
MS	ANTONIO JOAO	F	CONFIRMADO	2020	16	19
